Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000117601.13	1	1	6	3	10	4	2	2	SERPINC1	chr1	protein_coding	serpin peptidase inhibitor, clade C (antithrombin), member 1
ENSG00000268784.1	82	124	134	93	418	393	373	283	MGC2752	chr19	transcribed_unprocessed_pseudogene	--
ENSG00000132294.13	1027	301	264	1694	1238	1494	1430	1035	EFR3A	chr8	protein_coding	EFR3 homolog A (S. cerevisiae)
ENSG00000181458.10	2	1	117	6	0	0	0	0	TMEM45A	chr3	protein_coding	transmembrane protein 45A
ENSG00000144671.10	3	0	14	2	2	1	1	1	SLC22A14	chr3	protein_coding	solute carrier family 22, member 14
ENSG00000238086.5	1	0	0	0	1	0	0	0	PPP1R26P1	chr13	processed_pseudogene	protein phosphatase 1, regulatory subunit 26 pseudogene 1
ENSG00000169224.12	50	133	0	435	0	4	1	0	GCSAML	chr1	protein_coding	germinal center-associated, signaling and motility-like
ENSG00000186951.16	262	215	104	237	815	943	953	639	PPARA	chr22	protein_coding	peroxisome proliferator-activated receptor alpha
ENSG00000167074.14	141	110	26	76	382	342	346	244	TEF	chr22	protein_coding	thyrotrophic embryonic factor
ENSG00000273327.1	0	0	0	0	4	2	4	1	OR6L2P	chr10	unprocessed_pseudogene	olfactory receptor, family 6, subfamily L, member 2 pseudogene
ENSG00000144744.16	1297	506	715	2279	1918	2916	2016	1674	UBA3	chr3	protein_coding	ubiquitin-like modifier activating enzyme 3
ENSG00000233131.1	0	0	0	0	0	0	1	4	AC096649.1	chr2	processed_pseudogene	--
ENSG00000227946.1	89	24	25	148	43	50	34	33	AC007383.3	chr2	lincRNA	--
ENSG00000254972.1	1	0	0	1	0	0	0	0	RP11-167J8.3	chr11	lincRNA	--
ENSG00000213433.5	22	28	16	13	14	18	9	7	RPLP1P6	chr5	transcribed_processed_pseudogene	ribosomal protein, large, P1 pseudogene 6
ENSG00000267361.1	0	0	3	0	0	0	0	0	LOC100421166	chr17	processed_pseudogene	--
ENSG00000236352.1	0	3	5	6	1	1	1	0	AC005220.3	chr20	antisense	--
ENSG00000274419.4	58	5	13	11	2	5	7	0	TBC1D3D	chr17	protein_coding	TBC1 domain family, member 3D
ENSG00000240184.6	3	0	1	4	2	2	1	0	PCDHGC3	chr5	protein_coding	protocadherin gamma subfamily C, 3
ENSG00000261673.1	0	0	0	1	2	0	1	0	RP11-328J14.1	chr16	lincRNA	--
ENSG00000135521.8	607	302	174	858	1646	2356	1662	1477	LTV1	chr6	protein_coding	LTV1 ribosome biogenesis factor
ENSG00000250775.1	0	0	0	0	0	1	0	0	RP11-12K22.1	chr4	lincRNA	--
ENSG00000111837.11	14	9	261	88	14	8	12	9	MAK	chr6	protein_coding	male germ cell-associated kinase
ENSG00000259152.1	1	0	1	1	0	2	1	0	RP11-100M12.2	chr15	sense_intronic	--
ENSG00000273950.1	5	5	3	3	1	7	0	1	Metazoa_SRP	chr2	misc_RNA	--
ENSG00000225083.1	0	0	0	0	0	2	2	2	GRTP1-AS1	chr13	antisense	GRTP1 antisense RNA 1
ENSG00000148308.17	1141	1556	902	1681	3839	3495	3912	2632	GTF3C5	chr9	protein_coding	general transcription factor IIIC, polypeptide 5, 63kDa
ENSG00000263927.1	0	9	5	0	0	0	0	0	AC099759.1	chr7	miRNA	--
ENSG00000138400.12	0	1	0	0	64	62	81	53	MDH1B	chr2	protein_coding	malate dehydrogenase 1B, NAD (soluble)
ENSG00000143815.14	1715	728	1950	4233	8099	10201	8953	6732	LBR	chr1	protein_coding	lamin B receptor
ENSG00000198780.11	238	50	37	97	679	893	839	634	FAM169A	chr5	protein_coding	family with sequence similarity 169, member A
ENSG00000215367.10	0	0	0	1	0	1	0	1	TMED11P	chr4	unitary_pseudogene	transmembrane emp24 protein transport domain containing 11, pseudogene
ENSG00000261575.2	0	14	0	3	10	10	18	27	RP11-259G18.1	chr17	transcribed_unprocessed_pseudogene	--
ENSG00000269920.1	5	5	25	18	1	0	0	0	RP11-690P14.4	chr10	lincRNA	--
ENSG00000253744.1	0	0	0	0	16	16	6	8	AC025442.3	chr5	antisense	--
ENSG00000118276.11	9	1	1	9	742	985	1039	726	B4GALT6	chr18	protein_coding	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
ENSG00000230172.1	0	0	0	0	1	0	0	0	AC090957.2	chr3	antisense	--
ENSG00000223783.1	0	0	0	0	0	2	1	0	AC124944.5	chr3	lincRNA	--
ENSG00000273473.1	1	0	2	1	6	1	1	0	LL09NC01-139C3.1	chr9	lincRNA	--
ENSG00000280278.1	0	4	4	2	3	5	1	0	FLJ30679	chr16	TEC	--
ENSG00000184374.2	0	0	2	0	2	0	0	0	COLEC10	chr8	protein_coding	collectin sub-family member 10 (C-type lectin)
ENSG00000111405.8	3	2	2	3	1	0	3	0	ENDOU	chr12	protein_coding	endonuclease, polyU-specific
ENSG00000268738.2	1	0	0	0	0	0	0	0	HSFX2	chrX	protein_coding	heat shock transcription factor family, X linked 2
ENSG00000143727.15	1722	750	411	2596	4569	5922	4319	3790	ACP1	chr2	protein_coding	acid phosphatase 1, soluble
ENSG00000230872.1	1	1	1	0	4	1	0	0	AC092338.5	chr16	unitary_pseudogene	--
ENSG00000140299.11	2321	939	1323	4305	3330	4514	3902	2894	BNIP2	chr15	protein_coding	BCL2/adenovirus E1B 19kDa interacting protein 2
ENSG00000072110.13	1599	996	4980	4247	2822	2606	2785	1831	ACTN1	chr14	protein_coding	actinin, alpha 1
ENSG00000226410.1	0	0	0	0	0	3	0	0	AC104058.1	chr2	processed_pseudogene	--
ENSG00000233975.1	3	1	4	5	20	22	17	11	RP11-288L9.1	chr1	lincRNA	--
ENSG00000143127.12	27	30	10	34	71	81	78	48	ITGA10	chr1	protein_coding	integrin, alpha 10
ENSG00000267083.1	5	25	9	7	0	0	2	0	KRT18P61	chr17	processed_pseudogene	keratin 18 pseudogene 61
ENSG00000189143.9	7	4	4	5	14	19	16	9	CLDN4	chr7	protein_coding	claudin 4
ENSG00000233264.2	27	11	15	138	6	5	3	5	AC006042.8	chr7	processed_pseudogene	--
ENSG00000228050.1	0	10	1	0	10	7	10	4	TOP3BP1	chr22	processed_pseudogene	topoisomerase (DNA) III beta pseudogene 1
ENSG00000267177.1	0	0	1	0	0	0	0	0	RP11-756J15.3	chr18	antisense	--
ENSG00000159079.18	242	174	77	243	796	939	784	689	C21orf59	chr21	protein_coding	chromosome 21 open reading frame 59
ENSG00000249889.1	1	0	0	0	1	1	2	0	ALG1L11P	chr8	unprocessed_pseudogene	asparagine-linked glycosylation 1-like 11, pseudogene
ENSG00000163702.18	106	130	65	114	52	59	46	42	IL17RC	chr3	protein_coding	interleukin 17 receptor C
ENSG00000137414.5	1401	487	2133	3590	662	956	843	569	FAM8A1	chr6	protein_coding	family with sequence similarity 8, member A1
ENSG00000273302.1	5	3	2	1	4	2	1	2	RP11-493E12.2	chr2	sense_intronic	--
ENSG00000249279.5	0	2	0	0	0	0	1	1	CTC-436P18.3	chr5	lincRNA	--
ENSG00000135999.11	523	115	216	698	553	708	709	490	EPC2	chr2	protein_coding	enhancer of polycomb homolog 2 (Drosophila)
ENSG00000281920.1	0	0	0	0	2	1	2	6	RP11-418H16.1	chr2	lincRNA	--
ENSG00000279331.1	0	0	1	0	7	6	7	1	RBM12B-AS1	chr8	TEC	RBM12B antisense RNA 1
ENSG00000279662.1	3	15	5	5	2	4	4	0	RP11-609N14.4	chr16	TEC	--
ENSG00000273907.1	3	0	3	2	0	0	0	0	CA15P2	chr22	unprocessed_pseudogene	carbonic anhydrase XV, pseudogene 2
ENSG00000183978.7	339	405	246	682	1008	1109	1005	776	COA3	chr17	protein_coding	cytochrome c oxidase assembly factor 3
ENSG00000100461.17	1639	1121	2742	2901	4307	4360	4731	3164	RBM23	chr14	protein_coding	RNA binding motif protein 23
ENSG00000087510.6	0	0	0	0	597	569	644	435	TFAP2C	chr20	protein_coding	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
ENSG00000188690.12	701	775	348	796	2042	2022	1888	1472	UROS	chr10	protein_coding	uroporphyrinogen III synthase
ENSG00000274253.4	9	11	5	0	85	126	102	58	RP11-566K19.6	chr15	sense_overlapping	--
ENSG00000160813.6	1056	1094	946	1121	2120	2434	2043	1671	PPP1R35	chr7	protein_coding	protein phosphatase 1, regulatory subunit 35
ENSG00000145740.18	559	245	223	689	1666	2144	1839	1378	SLC30A5	chr5	protein_coding	solute carrier family 30 (zinc transporter), member 5
ENSG00000264862.2	0	1	8	1	0	0	0	0	RN7SL45P	chr17	misc_RNA	RNA, 7SL, cytoplasmic 45, pseudogene
ENSG00000254596.1	0	0	0	0	7	1	1	2	CTD-3074O7.7	chr11	processed_pseudogene	--
ENSG00000157800.17	384	204	400	576	588	711	621	461	SLC37A3	chr7	protein_coding	solute carrier family 37, member 3
ENSG00000213326.4	3	4	1	4	3	6	2	2	RPS7P11	chr17	processed_pseudogene	ribosomal protein S7 pseudogene 11
ENSG00000119457.7	280	235	117	227	0	1	0	0	SLC46A2	chr9	protein_coding	solute carrier family 46, member 2
ENSG00000179152.18	268	140	106	365	1147	1537	1256	1024	TCAIM	chr3	protein_coding	T cell activation inhibitor, mitochondrial
ENSG00000140988.15	79554	92872	40076	77402	165872	169023	139316	114724	RPS2	chr16	protein_coding	ribosomal protein S2
ENSG00000157224.15	12	13	3	24	245	296	286	213	CLDN12	chr7	protein_coding	claudin 12
ENSG00000198874.12	378	210	135	435	1105	1306	1285	941	TYW1	chr7	protein_coding	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)
ENSG00000228350.1	0	0	0	0	1	1	0	0	CELSR3-AS1	chr3	antisense	CELSR3 antisense RNA 1 (head to head)
ENSG00000248221.1	0	0	0	1	0	0	0	0	STX18-IT1	chr4	sense_intronic	STX18 intronic transcript 1
ENSG00000216937.11	82	48	30	97	35	46	40	30	CCDC7	chr10	protein_coding	coiled-coil domain containing 7
ENSG00000276168.1	1212	782	749	1862	5825	16855	4485	3378	RN7SL1	chr14	misc_RNA	RNA, 7SL, cytoplasmic 1
ENSG00000101098.12	0	0	0	0	185	141	182	100	RIMS4	chr20	protein_coding	regulating synaptic membrane exocytosis 4
ENSG00000241395.3	1	3	3	2	1	0	0	0	RN7SL344P	chr1	misc_RNA	RNA, 7SL, cytoplasmic 344, pseudogene
ENSG00000138433.15	1861	2176	3804	2957	841	1109	794	730	CIR1	chr2	protein_coding	corepressor interacting with RBPJ, 1
ENSG00000170006.11	837	447	2542	1740	699	883	979	643	TMEM154	chr4	protein_coding	transmembrane protein 154
ENSG00000124780.13	25	92	0	9	0	0	0	2	KCNK17	chr6	protein_coding	potassium channel, two pore domain subfamily K, member 17
ENSG00000185837.3	4	5	2	1	45	19	20	22	CECR5-AS1	chr22	antisense	CECR5 antisense RNA 1
ENSG00000167965.17	627	972	428	833	4784	4428	4301	3156	MLST8	chr16	protein_coding	MTOR associated protein, LST8 homolog (S. cerevisiae)
ENSG00000169851.15	0	0	0	0	0	1	0	0	PCDH7	chr4	protein_coding	protocadherin 7
ENSG00000250995.1	0	2	1	3	0	0	0	0	RP13-128O4.3	chrX	processed_pseudogene	--
ENSG00000088812.17	716	348	219	749	1449	1493	1511	1101	ATRN	chr20	protein_coding	attractin
ENSG00000260751.2	45	21	14	46	39	43	28	26	CTD-2196E14.6	chr16	sense_intronic	--
ENSG00000008838.17	929	590	270	1445	3608	3310	3631	2347	MED24	chr17	protein_coding	mediator complex subunit 24
ENSG00000251611.1	0	0	0	0	18	21	22	9	RP11-610P16.1	chr4	lincRNA	--
ENSG00000118246.13	342	193	71	407	1147	1520	1244	1094	FASTKD2	chr2	protein_coding	FAST kinase domains 2
ENSG00000163584.17	818	730	494	1610	1389	1527	1014	933	RPL22L1	chr3	protein_coding	ribosomal protein L22-like 1
ENSG00000279018.1	0	2	1	2	5	1	2	6	AC007906.1	chr16	protein_coding	--
ENSG00000163319.10	383	249	409	642	2949	3604	2650	2145	MRPS18C	chr4	protein_coding	mitochondrial ribosomal protein S18C
ENSG00000252817.2	3	0	0	8	2	3	2	2	AL590431.1	chr1	miRNA	--
ENSG00000251136.8	158	77	44	132	1	0	1	3	RP11-37B2.1	chr8	lincRNA	--
ENSG00000241852.9	295	291	257	241	211	225	212	151	C8orf58	chr8	protein_coding	chromosome 8 open reading frame 58
ENSG00000277591.1	1	0	0	0	0	0	0	0	RN7SL575P	chr2	misc_RNA	RNA, 7SL, cytoplasmic 575, pseudogene
ENSG00000005882.11	536	608	220	688	1351	1191	1481	884	PDK2	chr17	protein_coding	pyruvate dehydrogenase kinase, isozyme 2
ENSG00000234147.1	1	0	1	2	12	5	6	3	RP3-460G2.2	chr6	lincRNA	--
ENSG00000279425.1	70	63	20	24	7	12	11	5	CTD-2017D11.2	chr19	TEC	--
ENSG00000272984.1	1	0	2	1	0	0	0	0	RP11-85E16.1	chr7	lincRNA	--
ENSG00000174944.8	83	43	8	181	0	1	0	0	P2RY14	chr3	protein_coding	purinergic receptor P2Y, G-protein coupled, 14
ENSG00000085117.11	1029	1216	2692	1754	4680	4324	4491	2968	CD82	chr11	protein_coding	CD82 molecule
ENSG00000224114.1	1	1	0	4	1	0	0	0	RP11-343H5.4	chr1	processed_pseudogene	--
ENSG00000239789.5	127	125	72	194	371	392	360	282	MRPS17	chr7	protein_coding	mitochondrial ribosomal protein S17
ENSG00000234754.1	2	11	3	3	0	2	0	0	C1orf140	chr1	lincRNA	entry withdrawn
ENSG00000234793.1	0	2	0	0	1	1	0	1	AC114730.7	chr2	antisense	--
ENSG00000231510.1	0	0	0	0	0	1	0	0	RP11-542C10.1	chr1	lincRNA	--
ENSG00000277463.1	0	4	5	1	0	2	0	1	CTD-3035K23.6	chr17	lincRNA	--
ENSG00000180422.3	14	14	10	18	13	10	7	11	LINC00304	chr16	lincRNA	long intergenic non-protein coding RNA 304
ENSG00000076770.14	823	264	153	1038	1138	1541	1606	1168	MBNL3	chrX	protein_coding	muscleblind-like splicing regulator 3
ENSG00000126860.11	1456	1197	2237	3219	91	124	98	66	EVI2A	chr17	protein_coding	ecotropic viral integration site 2A
ENSG00000279878.1	0	0	0	0	4	2	2	3	RP11-286N22.16	chr11	TEC	--
ENSG00000274583.1	0	10	12	2	1	0	3	0	FAM74A4	chr9	transcribed_processed_pseudogene	family with sequence similarity 74, member A4
ENSG00000231646.5	1	0	0	2	1	1	2	2	FSIP2-AS1	chr2	antisense	FSIP2 antisense RNA 1
ENSG00000228789.6	2	5	0	1	4	3	3	0	HCG22	chr6	lincRNA	HLA complex group 22
ENSG00000198003.11	32	47	59	14	59	63	62	43	CCDC151	chr19	protein_coding	coiled-coil domain containing 151
ENSG00000181652.18	9	28	4	4	199	189	206	134	ATG9B	chr7	protein_coding	autophagy related 9B
ENSG00000207653.1	0	0	0	1	0	1	0	0	MIR558	chr2	miRNA	microRNA 558
ENSG00000249079.1	0	0	0	0	2	5	2	1	RP11-1281K21.3	chr4	processed_pseudogene	--
ENSG00000120798.16	841	354	211	758	843	1120	947	744	NR2C1	chr12	protein_coding	nuclear receptor subfamily 2, group C, member 1
ENSG00000178201.4	14	20	3	8	13	20	29	14	VN1R1	chr19	protein_coding	vomeronasal 1 receptor 1
ENSG00000211689.6	398	488	60	622	68	69	60	48	TRGC1	chr7	TR_C_gene	T cell receptor gamma constant 1
ENSG00000211678.2	8	27	115	97	0	0	0	0	IGLJ3	chr22	IG_J_gene	immunoglobulin lambda joining 3
ENSG00000204661.9	43	30	24	31	49	56	53	34	C5orf60	chr5	processed_transcript	chromosome 5 open reading frame 60
ENSG00000089737.15	2309	1546	949	3241	12740	13285	12087	9553	DDX24	chr14	protein_coding	DEAD (Asp-Glu-Ala-Asp) box helicase 24
ENSG00000251155.2	2	0	0	0	11	5	11	6	SEPT14P4	chr4	processed_pseudogene	septin 14 pseudogene 4
ENSG00000225214.1	0	0	0	0	0	0	0	1	AC079790.2	chr2	antisense	--
ENSG00000177733.6	4548	2232	1834	5309	20948	20687	21650	14032	HNRNPA0	chr5	protein_coding	heterogeneous nuclear ribonucleoprotein A0
ENSG00000235042.1	1	1	0	0	7	5	3	2	AC098820.2	chr2	antisense	--
ENSG00000245556.2	252	198	80	408	274	255	312	214	SCAMP1-AS1	chr5	lincRNA	SCAMP1 antisense RNA 1
ENSG00000260425.1	1	3	2	1	7	2	1	4	LA16c-316G12.2	chr16	antisense	--
ENSG00000133216.16	116	29	59	242	1080	1051	1253	839	EPHB2	chr1	protein_coding	EPH receptor B2
ENSG00000274570.4	0	0	0	0	2	0	0	0	SPDYE10P	chr7	transcribed_unprocessed_pseudogene	speedy/RINGO cell cycle regulator family member E10, pseudogene
ENSG00000124659.6	1187	686	876	1460	1055	1143	1010	740	TBCC	chr6	protein_coding	tubulin folding cofactor C
ENSG00000252532.1	0	1	0	0	0	0	0	0	RNU7-193P	chr10	snRNA	RNA, U7 small nuclear 193 pseudogene
ENSG00000064042.17	17	38	5	6	3	12	5	5	LIMCH1	chr4	protein_coding	LIM and calponin homology domains 1
ENSG00000101443.17	3	1	2	0	0	0	0	2	WFDC2	chr20	protein_coding	WAP four-disulfide core domain 2
ENSG00000227704.1	1	0	0	0	0	0	1	1	RP1-266L20.4	chr6	antisense	--
ENSG00000279204.1	23	34	32	11	1	1	1	1	RP11-175K6.2	chr5	TEC	--
ENSG00000172987.12	6	0	0	0	0	1	0	0	HPSE2	chr10	protein_coding	heparanase 2 (inactive)
ENSG00000231340.1	0	0	1	1	7	6	4	4	ACTG1P10	chrX	processed_pseudogene	actin gamma 1 pseudogene 10
ENSG00000122952.16	61	17	57	849	7544	8008	7188	5867	ZWINT	chr10	protein_coding	ZW10 interacting kinetochore protein
ENSG00000189164.14	70	61	12	61	233	312	245	200	ZNF527	chr19	protein_coding	zinc finger protein 527
ENSG00000215182.8	0	2	0	0	0	0	0	0	MUC5AC	chr11	protein_coding	mucin 5AC, oligomeric mucus/gel-forming
ENSG00000196154.11	18998	27693	27079	27960	373	418	436	236	S100A4	chr1	protein_coding	S100 calcium binding protein A4
ENSG00000235782.1	3	24	0	3	0	2	0	0	RP3-333A15.1	chr1	antisense	--
ENSG00000250334.5	33	10	36	10	0	0	0	0	LINC00989	chr4	lincRNA	long intergenic non-protein coding RNA 989
ENSG00000279386.1	0	0	0	0	0	1	0	0	GAFA3	chr4	protein_coding	--
ENSG00000083642.18	663	265	345	1075	1800	2581	2417	1855	PDS5B	chr13	protein_coding	PDS5 cohesin associated factor B
ENSG00000105341.18	708	606	498	1157	2888	2709	2948	2011	ATP5SL	chr19	protein_coding	ATP5S-like
ENSG00000130592.13	20554	24550	37199	29050	9	12	11	6	LSP1	chr11	protein_coding	lymphocyte-specific protein 1
ENSG00000233523.1	0	0	0	0	1	0	0	0	PHBP5	chr7	processed_pseudogene	prohibitin pseudogene 5
ENSG00000259494.1	205	201	142	325	2192	2471	1780	1638	MRPL46	chr15	protein_coding	mitochondrial ribosomal protein L46
ENSG00000168291.12	884	513	330	1625	3952	4822	3471	3107	PDHB	chr3	protein_coding	pyruvate dehydrogenase (lipoamide) beta
ENSG00000251168.1	1	1	1	0	0	0	0	0	CTD-2072I24.1	chr5	lincRNA	--
ENSG00000105550.8	0	0	0	0	7	7	13	6	FGF21	chr19	protein_coding	fibroblast growth factor 21
ENSG00000163923.9	67	49	39	214	2417	2531	1956	1700	RPL39L	chr3	protein_coding	ribosomal protein L39-like
ENSG00000152601.17	10162	3998	3699	11814	6119	7948	8119	5575	MBNL1	chr3	protein_coding	muscleblind-like splicing regulator 1
ENSG00000091409.14	1237	479	160	1089	641	745	855	525	ITGA6	chr2	protein_coding	integrin, alpha 6
ENSG00000247746.4	28	14	3	4	68	92	70	64	USP51	chrX	protein_coding	ubiquitin specific peptidase 51
ENSG00000280193.1	0	1	1	3	2	1	3	2	RP13-923O23.7	chr8	TEC	--
ENSG00000101158.12	1269	1037	592	1961	5915	5686	5899	4158	NELFCD	chr20	protein_coding	negative elongation factor complex member C/D
ENSG00000103316.10	25	10	3	0	50	47	39	46	CRYM	chr16	protein_coding	crystallin, mu
ENSG00000279161.1	7	38	14	10	6	11	8	4	CTB-12A17.2	chr19	TEC	--
ENSG00000279774.1	0	1	1	0	0	0	0	0	RP11-278H7.5	chr1	TEC	--
ENSG00000196597.11	64	44	25	86	265	306	345	217	ZNF782	chr9	protein_coding	zinc finger protein 782
ENSG00000237951.1	1	1	0	0	0	0	0	1	PPIL1P1	chr2	processed_pseudogene	peptidylprolyl isomerase (cyclophilin)-like 1 pseudogene 1
ENSG00000201581.1	15	52	39	12	1	0	0	0	RN7SKP78	chr10	misc_RNA	RNA, 7SK small nuclear pseudogene 78
ENSG00000224934.2	16	8	8	19	25	27	27	24	RP11-441O15.3	chr10	lincRNA	--
ENSG00000164953.15	54	31	7	23	413	516	441	368	TMEM67	chr8	protein_coding	transmembrane protein 67
ENSG00000248625.1	0	0	0	0	0	0	1	0	RP11-205M3.1	chr4	processed_pseudogene	--
ENSG00000198756.10	164	57	3	54	1	6	8	3	COLGALT2	chr1	protein_coding	collagen beta(1-O)galactosyltransferase 2
ENSG00000280221.1	0	4	5	1	0	0	0	0	AC008686.1	chr19	protein_coding	--
ENSG00000152683.14	419	214	157	538	1079	1254	1233	911	SLC30A6	chr2	protein_coding	solute carrier family 30 (zinc transporter), member 6
ENSG00000237836.5	3	6	3	2	23	11	15	8	PHKA2-AS1	chrX	antisense	PHKA2 antisense RNA 1
ENSG00000233124.1	0	1	0	0	2	0	0	0	LINC00456	chr13	lincRNA	long intergenic non-protein coding RNA 456
ENSG00000165185.14	165	122	204	433	1305	1516	1654	1137	KIAA1958	chr9	protein_coding	KIAA1958
ENSG00000242337.5	3	2	0	1	3	2	3	1	TFP1	chr3	transcribed_unprocessed_pseudogene	transferrin pseudogene 1
ENSG00000072163.18	152	92	77	198	257	220	232	121	LIMS2	chr2	protein_coding	LIM and senescent cell antigen-like domains 2
ENSG00000230955.1	4	8	1	6	14	10	13	4	RP11-109P14.10	chr1	antisense	--
ENSG00000248243.1	2	5	2	5	13	9	14	6	RP11-93K22.13	chr3	lincRNA	--
ENSG00000175806.14	458	426	725	719	96	109	82	80	MSRA	chr8	protein_coding	methionine sulfoxide reductase A
ENSG00000011021.21	492	355	254	805	1307	1352	1388	905	CLCN6	chr1	protein_coding	chloride channel, voltage-sensitive 6
ENSG00000116473.14	2895	959	1536	3938	1820	2426	1876	1524	RAP1A	chr1	protein_coding	RAP1A, member of RAS oncogene family
ENSG00000265527.1	0	6	5	3	0	0	0	0	MIR5690	chr6	miRNA	microRNA 5690
ENSG00000171489.10	1	1	0	2	2	1	2	0	SPACA5	chrX	protein_coding	sperm acrosome associated 5
ENSG00000213593.9	842	624	492	1164	3975	3800	4288	2812	TMX2	chr11	protein_coding	thioredoxin-related transmembrane protein 2
ENSG00000127586.16	363	440	204	461	1716	1719	1564	925	CHTF18	chr16	protein_coding	CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)
ENSG00000188558.5	0	1	0	0	0	0	0	0	OR2G6	chr1	protein_coding	olfactory receptor, family 2, subfamily G, member 6
ENSG00000274885.1	2	4	3	2	2	6	2	0	RP11-268P4.6	chr12	sense_intronic	--
ENSG00000253869.1	0	0	0	0	0	1	0	0	PIGFP1	chr5	processed_pseudogene	phosphatidylinositol glycan anchor biosynthesis, class F, pseudogene 1
ENSG00000163840.9	1036	563	463	2772	1049	1217	1188	821	DTX3L	chr3	protein_coding	deltex 3 like, E3 ubiquitin ligase
ENSG00000280160.1	5	23	18	4	305	206	160	149	RP11-196G11.3	chr16	TEC	--
ENSG00000240729.1	5	13	10	2	0	2	0	2	CTD-2301A4.3	chr5	processed_pseudogene	--
ENSG00000102466.15	10	0	3	1	0	5	3	3	FGF14	chr13	protein_coding	fibroblast growth factor 14
ENSG00000039987.6	1	1	3	0	5	2	0	0	BEST2	chr19	protein_coding	bestrophin 2
ENSG00000002746.14	0	4	2	3	25	19	37	24	HECW1	chr7	protein_coding	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
ENSG00000251024.1	1	0	0	0	0	0	0	0	RP11-203B7.1	chr4	lincRNA	--
ENSG00000177303.9	11	8	5	14	2044	1681	2063	1123	CASKIN2	chr17	protein_coding	CASK interacting protein 2
ENSG00000103024.7	931	1510	559	729	122	126	107	74	NME3	chr16	protein_coding	NME/NM23 nucleoside diphosphate kinase 3
ENSG00000275441.1	30	38	28	20	60	47	33	37	RP11-666O2.2	chr16	antisense	--
ENSG00000134398.12	1	1	1	0	3	1	2	0	ERN2	chr16	protein_coding	endoplasmic reticulum to nucleus signaling 2
ENSG00000267166.5	0	1	0	0	1	0	0	0	RP11-527L4.9	chr17	unprocessed_pseudogene	--
ENSG00000277224.1	1	0	2	1	6	8	13	9	HIST1H2BF	chr6	protein_coding	histone cluster 1, H2bf
ENSG00000143258.15	701	586	452	653	1610	1445	1582	1012	USP21	chr1	protein_coding	ubiquitin specific peptidase 21
ENSG00000147684.7	2123	2351	1553	3765	7673	7041	7366	5566	NDUFB9	chr8	protein_coding	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa
ENSG00000249096.6	17	17	49	31	1	0	2	2	RP11-290F5.1	chr4	lincRNA	--
ENSG00000211625.2	52	25	58	64	0	0	0	0	IGKV3D-20	chr2	IG_V_gene	immunoglobulin kappa variable 3D-20
ENSG00000257509.1	5	5	7	12	3	5	2	1	RP11-762I7.4	chr12	sense_intronic	--
ENSG00000105329.9	12947	14818	15580	17370	3117	2582	2894	1801	TGFB1	chr19	protein_coding	transforming growth factor, beta 1
ENSG00000227394.1	3	4	1	1	1	4	0	1	AC007386.3	chr2	processed_pseudogene	--
ENSG00000226203.1	2	1	1	0	0	1	0	0	RP4-760C5.5	chr20	lincRNA	--
ENSG00000115919.14	701	370	363	1154	2	1	1	0	KYNU	chr2	protein_coding	kynureninase
ENSG00000006744.18	831	828	412	1449	6561	6353	6652	4705	ELAC2	chr17	protein_coding	elaC ribonuclease Z 2
ENSG00000244038.9	3478	2350	1289	5722	10917	10355	10447	7251	DDOST	chr1	protein_coding	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
ENSG00000254451.2	1	0	0	0	0	0	0	0	RP11-560G2.1	chr12	antisense	--
ENSG00000066855.15	68	41	37	130	888	1124	860	726	MTFR1	chr8	protein_coding	mitochondrial fission regulator 1
ENSG00000180245.4	1	0	0	0	9	6	13	6	RRH	chr4	protein_coding	retinal pigment epithelium-derived rhodopsin homolog
ENSG00000274848.1	0	2	1	1	1	0	1	0	Metazoa_SRP	chr16	misc_RNA	--
ENSG00000153406.13	875	1047	438	1111	6027	5595	5299	3863	NMRAL1	chr16	protein_coding	NmrA-like family domain containing 1
ENSG00000249617.1	0	0	1	0	0	0	0	0	RP11-366M4.17	chr4	processed_pseudogene	--
ENSG00000279956.1	1	0	3	0	0	0	0	0	RP11-310N16.1	chr2	protein_coding	--
ENSG00000223823.1	2	0	3	5	0	0	0	0	LINC01342	chr1	lincRNA	long intergenic non-protein coding RNA 1342
ENSG00000272469.2	0	1	0	0	0	0	0	0	RN7SL760P	chr8	misc_RNA	RNA, 7SL, cytoplasmic 760, pseudogene
ENSG00000240639.3	1	0	2	0	0	0	0	0	RN7SL666P	chr20	misc_RNA	RNA, 7SL, cytoplasmic 666, pseudogene
ENSG00000228877.2	0	0	1	0	2	0	0	1	RP11-473E2.4	chr9	lincRNA	--
ENSG00000125755.18	1993	2505	1025	2262	7458	6360	7470	4936	SYMPK	chr19	protein_coding	symplekin
